,Player_fixed,POS_group,merge_year,per_game_perf_rel_expectations,AVG_ADP
319,Nick Vannett,TE,2018.0,-2.53436913005753,283.3
320,Seth DeValve,TE,2018.0,2.5477366097444607,379.0
321,Tyler Higbee,TE,2018.0,0.0946338032610625,329.0
322,Blake Jarwin,TE,2019.0,0.996231763160344,320.0
323,C.J. Uzomah,TE,2019.0,3.0136307853679885,332.0
324,Darren Waller,TE,2019.0,-5.457000414192429,202.7
325,David Njoku,TE,2019.0,26.029874527657636,102.0
326,Demetrius Harris,TE,2019.0,-0.2441639471979551,368.0
327,Evan Engram,TE,2019.0,4.456250023204239,63.8
328,Geoff Swaim,TE,2019.0,5.938318979506038,341.0
329,George Kittle,TE,2019.0,5.3169898051765525,32.8
330,Gerald Everett,TE,2019.0,1.936248651048043,266.0
331,Jeff Heuerman,TE,2019.0,1.6818502179202728,381.0
332,Jonnu Smith,TE,2019.0,0.4245357892320189,402.0
333,Matt LaCosse,TE,2019.0,-0.8437931346175036,222.0
334,O.J. Howard,TE,2019.0,-3.136319360499158,56.5
335,Ricky Seals-Jones,TE,2019.0,-0.0205765000201685,316.0
336,Tyler Kroft,TE,2019.0,-2.862261438868176,401.0
337,Blake Bell,TE,2020.0,-3.0505662942995877,315.0
338,Chris Herndon,TE,2020.0,-7.805209242097077,161.8
339,Chris Manhertz,TE,2020.0,-3.55121275164308,403.0
340,Dallas Goedert,TE,2020.0,4.638928992768296,149.0
341,Dalton Schultz,TE,2020.0,-3.510578237104044,337.0
342,Dan Arnold,TE,2020.0,-2.037847091357272,310.0
343,Darren Fells,TE,2020.0,2.6987830457457287,305.5
344,Deon Yelder,TE,2020.0,-3.0623143512122493,398.0
345,Hayden Hurst,TE,2020.0,-4.826772381537905,106.3
346,Hunter Henry,TE,2020.0,0.5707731323728584,86.5
347,Ian Thomas,TE,2020.0,-4.719148549589702,191.5
348,Jacob Hollister,TE,2020.0,1.8363433028763565,312.0
349,Jaeden Graham,TE,2020.0,-1.6165625341908996,374.0
350,Logan Thomas,TE,2020.0,-1.214005080866933,333.0
351,Mark Andrews,TE,2020.0,1.8715076292294144,42.3
352,Maxx Williams,TE,2020.0,1.498612102202778,481.0
353,Mike Gesicki,TE,2020.0,0.1335752663828184,139.3
354,Mo Alie-Cox,TE,2020.0,-2.208286682216997,452.0
355,Robert Tonyan,TE,2020.0,-1.8212707307048603,354.0
356,Ryan Izzo,TE,2020.0,-1.4539862381878546,448.0
357,Taysom Hill,TE,2020.0,1.962594149771757,294.0
358,Will Dissly,TE,2020.0,-0.7594626645660574,247.7
359,Dawson Knox,TE,2021.0,-0.2271993080443231,274.0
360,Drew Sample,TE,2021.0,1.3759524688180802,447.0
361,Durham Smythe,TE,2021.0,0.1498458352515239,440.0
362,Foster Moreau,TE,2021.0,-1.2927300117633174,389.0
363,Jordan Akins,TE,2021.0,-0.5361159669100388,186.0
364,Noah Fant,TE,2021.0,-0.8975674644105638,84.2
365,Stephen Anderson,TE,2021.0,-2.2040621752490592,355.0
366,T.J. Hockenson,TE,2021.0,2.721528422947354,58.2
367,Tyler Conklin,TE,2021.0,-0.9472295175806388,339.5
368,Cole Kmet,TE,2022.0,-2.126041145506369,121.8
369,Adam Trautman,TE,2023.0,-1.1353382761713815,336.0
370,Brock Wright,TE,2023.0,0.4468000547689996,317.0
371,Brycen Hopkins,TE,2023.0,-2.236546604660826,361.0
372,Colby Parkinson,TE,2023.0,0.6509297926333333,362.0
373,Harrison Bryant,TE,2023.0,0.0312215546869163,347.0
374,Jack Stoll,TE,2023.0,-2.952010121407481,302.0
375,John Bates,TE,2023.0,-1.5976722414450557,363.0
376,Johnny Mundt,TE,2023.0,-0.6104387634779096,499.0
377,Josh Oliver,TE,2023.0,-2.056031250903924,288.0
378,Josiah Deguara,TE,2023.0,-1.6236463468847817,380.0
379,Juwan Johnson,TE,2023.0,1.8663200741733237,147.3
380,Kylen Granson,TE,2023.0,0.90905454386536,434.0
381,Mitchell Wilcox,TE,2023.0,-1.2962672452631323,357.0
382,Noah Gray,TE,2023.0,-0.5266542277636628,268.0
383,Pat Freiermuth,TE,2023.0,2.488692687444724,95.3
384,Quintin Morris,TE,2023.0,-1.7866586660162107,439.0
385,Tommy Tremble,TE,2023.0,0.4069056202624073,476.0
386,Trevon Wesco,TE,2023.0,-2.5418754754815858,479.0
387,Cade Otton,TE,2024.0,1.7209632642669073,196.0
388,Connor Heyward,TE,2024.0,-1.3918978721269482,320.0
389,Daniel Bellinger,TE,2024.0,-0.5297653166782448,331.7
390,Grant Calcaterra,TE,2024.0,-2.3995968184312257,414.0
391,Greg Dulcich,TE,2024.0,-3.916873182541052,259.0
392,Isaiah Likely,TE,2024.0,-0.8787531919231091,180.2
393,Jake Ferguson,TE,2024.0,2.1027123311827545,81.6
394,Jeremy Ruckert,TE,2024.0,-0.7628249124608453,473.0
395,Lucas Krull,TE,2024.0,-0.6653307590960249,496.5
396,MyCole Pruitt,TE,2024.0,-0.6507367249251277,427.0
397,Peyton Hendershot,TE,2024.0,-1.771151684256576,396.0
398,Pharaoh Brown,TE,2024.0,-0.3565890283771677,402.0
399,Tanner Hudson,TE,2024.0,4.382025625287582,387.5
400,Trey McBride,TE,2024.0,-1.2896471156464795,46.4
401,Adam Thielen,WR,2016.0,7.772536744402541,377.0
402,A.J. Green,WR,2016.0,0.3697747807644234,6.0
403,Albert Wilson,WR,2016.0,-0.3731748130204586,340.0
404,Allen Hurns,WR,2016.0,-4.015464499166329,69.5
405,Allen Robinson,WR,2016.0,-5.501408009227397,9.8
406,Alshon Jeffery,WR,2016.0,-4.93934575781274,20.3
407,Andre Holmes,WR,2016.0,-1.086052219891212,426.0
408,Andre Johnson,WR,2016.0,-3.1567609213819434,269.0
409,Andre Roberts,WR,2016.0,-0.8115304500115577,427.0
410,Andrew Hawkins,WR,2016.0,-1.4571570847814348,307.0
411,Anquan Boldin,WR,2016.0,4.225018515443054,208.3
412,Bennie Fowler,WR,2016.0,-1.361543096642555,395.0
413,Brandin Cooks,WR,2016.0,-1.437450361090697,23.8
414,Brandon Coleman,WR,2016.0,-2.211720245818311,259.0
415,Brandon LaFell,WR,2016.0,4.927598513003847,254.7
416,Brandon Marshall,WR,2016.0,-7.088352683076177,15.8
417,Brian Quick,WR,2016.0,0.3042498142096921,291.0
418,Brice Butler,WR,2016.0,-0.8531333558910057,385.0
419,Cecil Shorts,WR,2016.0,-2.967715760664792,330.0
420,Chris Hogan,WR,2016.0,1.048569945900863,159.5
421,Cody Latimer,WR,2016.0,-4.074162774401187,343.0
422,Cole Beasley,WR,2016.0,4.833672428977335,283.0
423,Corey Brown,WR,2016.0,-1.429578600838032,349.0
424,Danny Amendola,WR,2016.0,-0.9124160266570788,249.0
425,Darrius Heyward-Bey,WR,2016.0,-2.8093162148375983,288.0
426,Davante Adams,WR,2016.0,8.842907173614424,222.7
427,DeAndre Hopkins,WR,2016.0,-5.949359895893531,5.8
428,Demaryius Thomas,WR,2016.0,-2.340322762884412,28.0
429,DeSean Jackson,WR,2016.0,0.1079078797622887,83.3
430,Dez Bryant,WR,2016.0,-3.893224929894238,12.5
431,Donte Moncrief,WR,2016.0,-3.548157995653176,46.5
432,Dontrelle Inman,WR,2016.0,3.5174925697201687,305.5
433,Doug Baldwin,WR,2016.0,1.415639174244319,51.8
434,Dwayne Harris,WR,2016.0,-5.842786342065995,320.5
435,Eddie Royal,WR,2016.0,2.781936824406989,282.0
436,Emmanuel Sanders,WR,2016.0,-0.0753906639796859,67.0
437,Eric Decker,WR,2016.0,-1.2469335207301049,49.0
438,Golden Tate,WR,2016.0,-1.090497221592928,45.3
439,Harry Douglas,WR,2016.0,-2.641007428163086,329.0
440,Jared Abbrederis,WR,2016.0,-6.624729842259678,282.0
441,Jarius Wright,WR,2016.0,-2.207875796055504,348.0
442,Jaron Brown,WR,2016.0,0.0112185943794411,350.0
443,Jarvis Landry,WR,2016.0,-1.86039020324008,30.0
444,Jeff Janis,WR,2016.0,-4.43466969695149,251.0
445,Jeremy Kerley,WR,2016.0,3.359738786453008,332.0
446,Jeremy Maclin,WR,2016.0,-6.238234394040228,41.3
447,Jermaine Kearse,WR,2016.0,-0.5470401770356901,242.0
448,John Brown,WR,2016.0,-6.148986573938573,70.8
449,Jordan Norwood,WR,2016.0,-0.7893366336602083,420.0
450,Josh Huff,WR,2016.0,-1.3333106053986388,342.0
451,Julian Edelman,WR,2016.0,-1.0958601656819713,39.8
452,Justin Hunter,WR,2016.0,-0.2575076117336232,387.0
453,Kamar Aiken,WR,2016.0,-5.385353320284167,112.8
454,Keenan Allen,WR,2016.0,-5.2389586702801765,15.0
455,Kendall Wright,WR,2016.0,1.5371339476223316,204.7
456,Kenny Britt,WR,2016.0,6.245832862686404,268.3
457,Kenny Stills,WR,2016.0,3.4781417032270747,179.3
458,Larry Fitzgerald,WR,2016.0,1.244124328908816,57.5
459,Markus Wheaton,WR,2016.0,-3.3585253394695647,125.5
460,Marquess Wilson,WR,2016.0,3.3427012198366413,281.0
461,Marquise Goodwin,WR,2016.0,1.710145748092193,390.0
462,Michael Crabtree,WR,2016.0,2.421232684406636,76.8
463,Michael Floyd,WR,2016.0,-6.207193976375405,58.5
464,Mike Evans,WR,2016.0,1.7070637817348242,18.0
465,Mike Wallace,WR,2016.0,5.388863875163572,168.8
466,Pierre Garcon,WR,2016.0,5.393430962529111,174.0
467,Quincy Enunwa,WR,2016.0,4.677423128224097,330.0
468,Quinton Patton,WR,2016.0,-1.0889633134558006,233.3
469,Randall Cobb,WR,2016.0,-4.3599445556015,36.5
470,Rishard Matthews,WR,2016.0,5.523484019576374,154.0
471,Robert Woods,WR,2016.0,2.492478887886379,234.7
472,Rod Streater,WR,2016.0,-1.8707392624044408,354.0
473,Ryan Grant,WR,2016.0,-3.4101082305240715,375.0
474,Sammy Watkins,WR,2016.0,-6.067263601266145,28.5
475,Seth Roberts,WR,2016.0,0.0124562900802578,284.7
476,Tavon Austin,WR,2016.0,0.3190289841920446,116.0
477,Taylor Gabriel,WR,2016.0,6.762092986571298,415.0
478,Terrance Williams,WR,2016.0,1.1951953174715229,205.7
479,T.J. Jones,WR,2016.0,-2.0217844718128437,297.0
480,Torrey Smith,WR,2016.0,-3.765594570780313,123.3
481,Travis Benjamin,WR,2016.0,-0.0184641981379147,115.8
482,T.Y. Hilton,WR,2016.0,0.6284272371155879,28.0
483,Vincent Jackson,WR,2016.0,-2.9086342217282866,118.5
484,Willie Snead,WR,2016.0,1.9565636444212355,95.5
485,Adam Humphries,WR,2017.0,2.5044258588679007,311.0
486,Amari Cooper,WR,2017.0,-4.612589270905589,18.0
487,Antonio Brown,WR,2017.0,5.031865793326752,3.0
488,Brandon Tate,WR,2017.0,-4.800607656156705,261.0
489,Breshad Perriman,WR,2017.0,-5.815143835430157,192.0
490,Chris Conley,WR,2017.0,-0.9311095397345452,231.0
491,Deonte Thompson,WR,2017.0,0.2056127735049866,260.0
492,DeVante Parker,WR,2017.0,-2.7212053661563456,61.4
493,Devin Funchess,WR,2017.0,5.099469884546972,207.0
494,Eli Rogers,WR,2017.0,-3.4919546170234903,292.0
495,Jaelen Strong,WR,2017.0,2.084777329094207,358.0
496,Jamison Crowder,WR,2017.0,-1.905443873111773,63.8
497,J.J. Nelson,WR,2017.0,-1.488516083034778,196.3
498,Jordy Nelson,WR,2017.0,-7.389529694126255,10.4
499,Julio Jones,WR,2017.0,-1.3076890234913758,4.0
500,Kasen Williams,WR,2017.0,-4.454083558435386,213.0
501,Kelvin Benjamin,WR,2017.0,-3.6360920097216503,51.2
502,Michael Campanaro,WR,2017.0,-0.1648990486532637,368.0
503,Nelson Agholor,WR,2017.0,5.571695208537537,245.3
504,Odell Beckham Jr.,WR,2017.0,1.5455029716806798,5.2
505,Sammie Coates,WR,2017.0,-4.265849804002148,316.0
506,Stefon Diggs,WR,2017.0,1.198441180712397,56.8
507,Tyler Lockett,WR,2017.0,-0.1719157977801675,160.0
508,Tyrell Williams,WR,2017.0,-1.8586610015176213,93.0
509,Bruce Ellington,WR,2018.0,3.707791245584529,333.0
510,Chester Rogers,WR,2018.0,1.1648204105947393,253.0
511,Corey Coleman,WR,2018.0,-4.4726003835093575,267.0
512,Josh Doctson,WR,2018.0,-0.8305561229880558,156.0
513,Laquon Treadwell,WR,2018.0,-0.7173657149524653,300.0
514,Michael Thomas,WR,2018.0,4.17867362985054,17.4
515,Rashard Higgins,WR,2018.0,4.189115337456472,325.5
516,Robbie Chosen,WR,2018.0,1.316309577831566,94.2
517,Sterling Shepard,WR,2018.0,2.311996965807632,112.4
518,Tyler Boyd,WR,2018.0,10.992724106994586,333.5
519,Tyreek Hill,WR,2018.0,6.1308265508648745,27.0
520,Chris Moore,WR,2019.0,-5.454924396320786,288.5
521,Cooper Kupp,WR,2019.0,3.892333305233583,50.5
522,Corey Davis,WR,2019.0,-2.317729947333788,95.5
523,Curtis Samuel,WR,2019.0,0.9799058742980584,100.0
524,David Moore,WR,2019.0,-1.7765524915004465,272.0
525,Dede Westbrook,WR,2019.0,-0.5619398202093944,80.0
526,Demarcus Robinson,WR,2019.0,0.1833425722532586,257.0
527,Geronimo Allison,WR,2019.0,-4.294480928953718,123.3
528,Isaiah McKenzie,WR,2019.0,-0.7080695234698444,345.0
529,Jake Kumerow,WR,2019.0,-2.6488999395813786,307.5
530,John Ross,WR,2019.0,5.959449654835386,282.0
531,Josh Gordon,WR,2019.0,-5.148918389466584,67.3
532,Josh Reynolds,WR,2019.0,-2.2285460827246912,263.0
533,JuJu Smith-Schuster,WR,2019.0,-6.923731183877731,17.0
534,Kendrick Bourne,WR,2019.0,0.765736453388147,315.0
535,Kenny Golladay,WR,2019.0,2.3108930953796563,48.5
536,Mike Williams,WR,2019.0,-1.5122574432484068,60.8
537,Ryan Switzer,WR,2019.0,-3.0309025800331764,398.0
538,Tajae Sharpe,WR,2019.0,0.5022784313103914,343.0
539,Tim Patrick,WR,2019.0,-0.1738527644990091,347.0
540,Zach Pascal,WR,2019.0,3.672893496588285,355.0
541,Zay Jones,WR,2019.0,-3.8037335373548657,206.3
542,Allen Lazard,WR,2020.0,1.4615494220419905,165.3
543,Anthony Miller,WR,2020.0,-2.069162124741676,139.3
544,Byron Pringle,WR,2020.0,-1.7758338259484885,338.0
545,Calvin Ridley,WR,2020.0,4.859396156826074,43.0
546,Cedrick Wilson Jr.,WR,2020.0,-1.082571382997244,389.0
547,Chad Beebe,WR,2020.0,-0.2534866298988127,432.0
548,Christian Kirk,WR,2020.0,0.642775765119362,102.5
549,Courtland Sutton,WR,2020.0,-3.997586531559577,46.5
550,Damiere Byrd,WR,2020.0,2.6303661509017022,367.0
551,Dante Pettis,WR,2020.0,-1.982179526092903,398.0
552,DJ Moore,WR,2020.0,-0.9891701612974,30.3
553,Greg Ward,WR,2020.0,3.4148808394704657,340.0
554,James Washington,WR,2020.0,-0.4734871047512241,211.5
555,Justin Watson,WR,2020.0,-3.45716285936232,336.5
556,Marquez Valdes-Scantling,WR,2020.0,2.8565912801704263,287.5
557,Michael Gallup,WR,2020.0,-0.7842752991540998,74.8
558,Mike Thomas,WR,2020.0,-3.974567868362591,239.0
559,Pharoh Cooper,WR,2020.0,-3.5923673122271467,384.0
560,A.J. Brown,WR,2021.0,-1.9257756617106043,23.8
561,Cam Sims,WR,2021.0,-0.8758758465081775,375.0
562,Darius Slayton,WR,2021.0,-0.440727909410735,286.5
563,Deonte Harty,WR,2021.0,3.6317920003551096,325.0
564,Diontae Johnson,WR,2021.0,3.771342514242331,51.8
565,DK Metcalf,WR,2021.0,-1.9141164410916751,18.8
566,Hunter Renfrow,WR,2021.0,9.24683386421882,260.8
567,Jakobi Meyers,WR,2021.0,2.01077364149152,145.0
568,Jalen Guyton,WR,2021.0,1.6925556911173096,373.0
569,Marquise Brown,WR,2021.0,4.589107548157303,123.2
570,Olamide Zaccheaus,WR,2021.0,-0.0684483141932643,307.0
571,Parris Campbell,WR,2021.0,-1.181362795405997,223.6
572,Preston Williams,WR,2021.0,-2.6685395104378498,372.0
573,Terry McLaurin,WR,2021.0,-2.764833529665921,29.6
574,Brandon Aiyuk,WR,2022.0,2.860283184482624,98.0
575,Braxton Berrios,WR,2022.0,-2.731300392257204,252.0
576,CeeDee Lamb,WR,2022.0,1.5187304455684654,19.5
577,Chase Claypool,WR,2022.0,-3.0018738356943526,116.3
578,Darnell Mooney,WR,2022.0,-3.504732579302795,73.5
579,Donovan Peoples-Jones,WR,2022.0,3.723830911790725,253.7
580,Jauan Jennings,WR,2022.0,-0.5038818610775397,293.0
581,Jerry Jeudy,WR,2022.0,1.2108267509190096,65.8
582,Justin Jefferson,WR,2022.0,4.217367334708705,5.5
583,KJ Hamler,WR,2022.0,-2.87154228454582,229.0
584,K.J. Osborn,WR,2022.0,2.5395628117983247,226.7
585,Laviska Shenault Jr.,WR,2022.0,-0.2782943008500149,275.0
586,Marquez Callaway,WR,2022.0,-3.2432352328297447,268.0
587,Quez Watkins,WR,2022.0,-0.7789300964655261,287.0
588,Tee Higgins,WR,2022.0,-1.11750237514536,33.8
589,Van Jefferson,WR,2022.0,0.2999976407013598,217.3
590,Amon-Ra St. Brown,WR,2023.0,4.134023070550075,18.8
591,Brandon Powell,WR,2023.0,0.6510031038364192,447.0
592,DeAndre Carter,WR,2023.0,-3.292130310189182,402.0
593,Devin Duvernay,WR,2023.0,-4.852775065956558,305.0
594,DeVonta Smith,WR,2023.0,-1.5110939098613283,27.0
595,Dyami Brown,WR,2023.0,-2.162539914355201,375.0
596,Elijah Moore,WR,2023.0,-1.193895931317054,151.0
597,Equanimeous St. Brown,WR,2023.0,-4.128192256605255,286.0
598,Gunner Olszewski,WR,2023.0,-4.629178664245311,338.0
599,Isaiah Hodgins,WR,2023.0,-2.868984264716813,233.7
600,Ja'Marr Chase,WR,2023.0,-1.6983710501206488,3.0
601,Jaylen Waddle,WR,2023.0,-1.7981110052809814,24.5
602,Kadarius Toney,WR,2023.0,-5.8952520906554895,116.8
603,Lil'Jordan Humphrey,WR,2023.0,-0.0584340665114644,485.0
604,Miles Boykin,WR,2023.0,-3.0573466708969805,444.0
605,Nico Collins,WR,2023.0,9.00137657699003,174.0
606,Rashod Bateman,WR,2023.0,-4.15718242174786,152.0
607,River Cracraft,WR,2023.0,-1.5712084599542022,371.0
608,Rondale Moore,WR,2023.0,-1.824631519085746,184.5
609,Terrace Marshall Jr.,WR,2023.0,-2.006697305937604,291.0
610,Trenton Irwin,WR,2023.0,-1.7202251879337571,293.0
611,Tylan Wallace,WR,2023.0,-2.472140267438173,454.0
612,Alec Pierce,WR,2024.0,6.69309558665108,414.5
613,Britain Covey,WR,2024.0,-1.2994401538717026,415.5
614,Calvin Austin III,WR,2024.0,2.1615131340619804,326.0
615,Chris Olave,WR,2024.0,-6.219319024560395,26.2
616,Christian Watson,WR,2024.0,-3.3329645754877806,102.2
617,David Bell,WR,2024.0,2.4180477152222197,422.0
618,Drake London,WR,2024.0,0.6532072369265958,25.6
619,Garrett Wilson,WR,2024.0,-2.313754514952743,12.4
620,George Pickens,WR,2024.0,-1.1441772377132882,59.6
621,Greg Dortch,WR,2024.0,-0.4562822933514709,265.3
622,Jahan Dotson,WR,2024.0,-4.753568451042214,201.0
623,Jalen Nailor,WR,2024.0,3.0932848316500943,443.0
624,Jalen Tolbert,WR,2024.0,3.1491092924295607,263.7
625,Jameson Williams,WR,2024.0,4.426015922063883,120.2
626,Kalif Raymond,WR,2024.0,-0.432027301611332,304.0
627,KaVontae Turpin,WR,2024.0,0.5748046975552574,279.0
628,Khalil Shakir,WR,2024.0,2.815874389950192,132.0
629,Mack Hollins,WR,2024.0,2.484777284661212,419.0
630,Noah Brown,WR,2024.0,4.804558852801488,438.0
631,Rashid Shaheed,WR,2024.0,5.589366882050946,187.6
632,Romeo Doubs,WR,2024.0,1.1101971782715818,142.0
633,Treylon Burks,WR,2024.0,-2.97477379426838,347.0
634,Tutu Atwell,WR,2024.0,1.742880921803092,370.0
635,Wan'Dale Robinson,WR,2024.0,4.497015178771012,237.3
